price_id,date,material_category,sub_category,location_cluster,mandi_buying_price,recycler_offered_price,unit,market_range_min,market_range_max
PRC_00557,2026-05-13,DISPLAY,CRT_MONITOR,Mumbai-Dharavi Cluster,68.78,99.66,PIECE,61.9,109.63
PRC_00558,2026-05-13,PLASTIC,MIXED_EWASTE_CASING,Mumbai-Dharavi Cluster,26.78,35.66,KG,24.1,39.23
PRC_00559,2026-05-13,PCB,MOTHERBOARD_HIGH_GRADE,Bengaluru-Peenya Cluster,288.78,329.66,KG,259.9,362.63
PRC_00560,2026-05-13,PCB,POWER_SUPPLY_LOW_GRADE,Bengaluru-Peenya Cluster,53.78,69.66,KG,48.4,76.63
PRC_00561,2026-05-13,CABLE,COPPER_HEAVY_INSULATED,Bengaluru-Peenya Cluster,428.78,479.66,KG,385.9,527.63
PRC_00562,2026-05-13,CABLE,ALUMINIUM_WIRE,Bengaluru-Peenya Cluster,118.78,144.66,KG,106.9,159.13
PRC_00563,2026-05-13,BATTERY,LEAD_ACID,Bengaluru-Peenya Cluster,93.78,111.66,KG,84.4,122.83
PRC_00564,2026-05-13,BATTERY,BATTERY_LITHIUM_PORTABLE,Bengaluru-Peenya Cluster,128.78,159.66,KG,115.9,175.63
PRC_00565,2026-05-13,DISPLAY,LCD_PANEL_INTACT,Bengaluru-Peenya Cluster,158.78,219.66,PIECE,142.9,241.63
PRC_00566,2026-05-13,DISPLAY,CRT_MONITOR,Bengaluru-Peenya Cluster,68.78,99.66,PIECE,61.9,109.63
PRC_00567,2026-05-13,PLASTIC,MIXED_EWASTE_CASING,Bengaluru-Peenya Cluster,26.78,35.66,KG,24.1,39.23
PRC_00568,2026-05-13,PCB,MOTHERBOARD_HIGH_GRADE,Bhubaneswar-Cuttack Cluster,288.78,329.66,KG,259.9,362.63
PRC_00569,2026-05-13,PCB,POWER_SUPPLY_LOW_GRADE,Bhubaneswar-Cuttack Cluster,53.78,69.66,KG,48.4,76.63
PRC_00570,2026-05-13,CABLE,COPPER_HEAVY_INSULATED,Bhubaneswar-Cuttack Cluster,428.78,479.66,KG,385.9,527.63
PRC_00571,2026-05-13,CABLE,ALUMINIUM_WIRE,Bhubaneswar-Cuttack Cluster,118.78,144.66,KG,106.9,159.13
PRC_00572,2026-05-13,BATTERY,LEAD_ACID,Bhubaneswar-Cuttack Cluster,93.78,111.66,KG,84.4,122.83
PRC_00573,2026-05-13,BATTERY,BATTERY_LITHIUM_PORTABLE,Bhubaneswar-Cuttack Cluster,128.78,159.66,KG,115.9,175.63
PRC_00574,2026-05-13,DISPLAY,LCD_PANEL_INTACT,Bhubaneswar-Cuttack Cluster,158.78,219.66,PIECE,142.9,241.63
PRC_00575,2026-05-13,DISPLAY,CRT_MONITOR,Bhubaneswar-Cuttack Cluster,68.78,99.66,PIECE,61.9,109.63
PRC_00576,2026-05-13,PLASTIC,MIXED_EWASTE_CASING,Bhubaneswar-Cuttack Cluster,26.78,35.66,KG,24.1,39.23
PRC_00577,2026-05-13,PCB,MOTHERBOARD_HIGH_GRADE,Chennai-Ambattur Cluster,288.78,329.66,KG,259.9,362.63
PRC_00578,2026-05-13,PCB,POWER_SUPPLY_LOW_GRADE,Chennai-Ambattur Cluster,53.78,69.66,KG,48.4,76.63
PRC_00579,2026-05-13,CABLE,COPPER_HEAVY_INSULATED,Chennai-Ambattur Cluster,428.78,479.66,KG,385.9,527.63
PRC_00580,2026-05-13,CABLE,ALUMINIUM_WIRE,Chennai-Ambattur Cluster,118.78,144.66,KG,106.9,159.13
PRC_00581,2026-05-13,BATTERY,LEAD_ACID,Chennai-Ambattur Cluster,93.78,111.66,KG,84.4,122.83
PRC_00582,2026-05-13,BATTERY,BATTERY_LITHIUM_PORTABLE,Chennai-Ambattur Cluster,128.78,159.66,KG,115.9,175.63
PRC_00583,2026-05-13,DISPLAY,LCD_PANEL_INTACT,Chennai-Ambattur Cluster,158.78,219.66,PIECE,142.9,241.63
PRC_00584,2026-05-13,DISPLAY,CRT_MONITOR,Chennai-Ambattur Cluster,68.78,99.66,PIECE,61.9,109.63
PRC_00585,2026-05-13,PLASTIC,MIXED_EWASTE_CASING,Chennai-Ambattur Cluster,26.78,35.66,KG,24.1,39.23
PRC_00586,2026-05-14,PCB,MOTHERBOARD_HIGH_GRADE,Delhi-Mayapuri Cluster,285.97,326.56,KG,257.37,359.22
PRC_00587,2026-05-14,PCB,POWER_SUPPLY_LOW_GRADE,Delhi-Mayapuri Cluster,50.97,66.56,KG,45.87,73.22
PRC_00588,2026-05-14,CABLE,COPPER_HEAVY_INSULATED,Delhi-Mayapuri Cluster,425.97,476.56,KG,383.37,524.22
PRC_00589,2026-05-14,CABLE,ALUMINIUM_WIRE,Delhi-Mayapuri Cluster,115.97,141.56,KG,104.37,155.72
PRC_00590,2026-05-14,BATTERY,LEAD_ACID,Delhi-Mayapuri Cluster,90.97,108.56,KG,81.87,119.42
PRC_00591,2026-05-14,BATTERY,BATTERY_LITHIUM_PORTABLE,Delhi-Mayapuri Cluster,125.97,156.56,KG,113.37,172.22
PRC_00592,2026-05-14,DISPLAY,LCD_PANEL_INTACT,Delhi-Mayapuri Cluster,155.97,216.56,PIECE,140.37,238.22
PRC_00593,2026-05-14,DISPLAY,CRT_MONITOR,Delhi-Mayapuri Cluster,65.97,96.56,PIECE,59.37,106.22
PRC_00594,2026-05-14,PLASTIC,MIXED_EWASTE_CASING,Delhi-Mayapuri Cluster,23.97,32.56,KG,21.57,35.82
PRC_00595,2026-05-14,PCB,MOTHERBOARD_HIGH_GRADE,Mumbai-Dharavi Cluster,285.97,326.56,KG,257.37,359.22
PRC_00596,2026-05-14,PCB,POWER_SUPPLY_LOW_GRADE,Mumbai-Dharavi Cluster,50.97,66.56,KG,45.87,73.22
PRC_00597,2026-05-14,CABLE,COPPER_HEAVY_INSULATED,Mumbai-Dharavi Cluster,425.97,476.56,KG,383.37,524.22
PRC_00598,2026-05-14,CABLE,ALUMINIUM_WIRE,Mumbai-Dharavi Cluster,115.97,141.56,KG,104.37,155.72
PRC_00599,2026-05-14,BATTERY,LEAD_ACID,Mumbai-Dharavi Cluster,90.97,108.56,KG,81.87,119.42
PRC_00600,2026-05-14,BATTERY,BATTERY_LITHIUM_PORTABLE,Mumbai-Dharavi Cluster,125.97,156.56,KG,113.37,172.22
PRC_00601,2026-05-14,DISPLAY,LCD_PANEL_INTACT,Mumbai-Dharavi Cluster,155.97,216.56,PIECE,140.37,238.22
PRC_00602,2026-05-14,DISPLAY,CRT_MONITOR,Mumbai-Dharavi Cluster,65.97,96.56,PIECE,59.37,106.22
PRC_00603,2026-05-14,PLASTIC,MIXED_EWASTE_CASING,Mumbai-Dharavi Cluster,23.97,32.56,KG,21.57,35.82
PRC_00604,2026-05-14,PCB,MOTHERBOARD_HIGH_GRADE,Bengaluru-Peenya Cluster,285.97,326.56,KG,257.37,359.22
PRC_00605,2026-05-14,PCB,POWER_SUPPLY_LOW_GRADE,Bengaluru-Peenya Cluster,50.97,66.56,KG,45.87,73.22
PRC_00606,2026-05-14,CABLE,COPPER_HEAVY_INSULATED,Bengaluru-Peenya Cluster,425.97,476.56,KG,383.37,524.22
PRC_00607,2026-05-14,CABLE,ALUMINIUM_WIRE,Bengaluru-Peenya Cluster,115.97,141.56,KG,104.37,155.72
PRC_00608,2026-05-14,BATTERY,LEAD_ACID,Bengaluru-Peenya Cluster,90.97,108.56,KG,81.87,119.42
PRC_00609,2026-05-14,BATTERY,BATTERY_LITHIUM_PORTABLE,Bengaluru-Peenya Cluster,125.97,156.56,KG,113.37,172.22
PRC_00610,2026-05-14,DISPLAY,LCD_PANEL_INTACT,Bengaluru-Peenya Cluster,155.97,216.56,PIECE,140.37,238.22
PRC_00611,2026-05-14,DISPLAY,CRT_MONITOR,Bengaluru-Peenya Cluster,65.97,96.56,PIECE,59.37,106.22
PRC_00612,2026-05-14,PLASTIC,MIXED_EWASTE_CASING,Bengaluru-Peenya Cluster,23.97,32.56,KG,21.57,35.82
PRC_00613,2026-05-14,PCB,MOTHERBOARD_HIGH_GRADE,Bhubaneswar-Cuttack Cluster,285.97,326.56,KG,257.37,359.22
PRC_00614,2026-05-14,PCB,POWER_SUPPLY_LOW_GRADE,Bhubaneswar-Cuttack Cluster,50.97,66.56,KG,45.87,73.22
PRC_00615,2026-05-14,CABLE,COPPER_HEAVY_INSULATED,Bhubaneswar-Cuttack Cluster,425.97,476.56,KG,383.37,524.22
PRC_00616,2026-05-14,CABLE,ALUMINIUM_WIRE,Bhubaneswar-Cuttack Cluster,115.97,141.56,KG,104.37,155.72
PRC_00617,2026-05-14,BATTERY,LEAD_ACID,Bhubaneswar-Cuttack Cluster,90.97,108.56,KG,81.87,119.42
PRC_00618,2026-05-14,BATTERY,BATTERY_LITHIUM_PORTABLE,Bhubaneswar-Cuttack Cluster,125.97,156.56,KG,113.37,172.22
PRC_00619,2026-05-14,DISPLAY,LCD_PANEL_INTACT,Bhubaneswar-Cuttack Cluster,155.97,216.56,PIECE,140.37,238.22
PRC_00620,2026-05-14,DISPLAY,CRT_MONITOR,Bhubaneswar-Cuttack Cluster,65.97,96.56,PIECE,59.37,106.22
PRC_00621,2026-05-14,PLASTIC,MIXED_EWASTE_CASING,Bhubaneswar-Cuttack Cluster,23.97,32.56,KG,21.57,35.82
PRC_00622,2026-05-14,PCB,MOTHERBOARD_HIGH_GRADE,Chennai-Ambattur Cluster,285.97,326.56,KG,257.37,359.22
PRC_00623,2026-05-14,PCB,POWER_SUPPLY_LOW_GRADE,Chennai-Ambattur Cluster,50.97,66.56,KG,45.87,73.22
PRC_00624,2026-05-14,CABLE,COPPER_HEAVY_INSULATED,Chennai-Ambattur Cluster,425.97,476.56,KG,383.37,524.22
PRC_00625,2026-05-14,CABLE,ALUMINIUM_WIRE,Chennai-Ambattur Cluster,115.97,141.56,KG,104.37,155.72
PRC_00626,2026-05-14,BATTERY,LEAD_ACID,Chennai-Ambattur Cluster,90.97,108.56,KG,81.87,119.42
PRC_00627,2026-05-14,BATTERY,BATTERY_LITHIUM_PORTABLE,Chennai-Ambattur Cluster,125.97,156.56,KG,113.37,172.22
PRC_00628,2026-05-14,DISPLAY,LCD_PANEL_INTACT,Chennai-Ambattur Cluster,155.97,216.56,PIECE,140.37,238.22
PRC_00629,2026-05-14,DISPLAY,CRT_MONITOR,Chennai-Ambattur Cluster,65.97,96.56,PIECE,59.37,106.22
PRC_00630,2026-05-14,PLASTIC,MIXED_EWASTE_CASING,Chennai-Ambattur Cluster,23.97,32.56,KG,21.57,35.82
PRC_00631,2026-05-15,PCB,MOTHERBOARD_HIGH_GRADE,Delhi-Mayapuri Cluster,286.61,327.27,KG,257.95,360.0
PRC_00632,2026-05-15,PCB,POWER_SUPPLY_LOW_GRADE,Delhi-Mayapuri Cluster,51.61,67.27,KG,46.45,74.0
PRC_00633,2026-05-15,CABLE,COPPER_HEAVY_INSULATED,Delhi-Mayapuri Cluster,426.61,477.27,KG,383.95,525.0
PRC_00634,2026-05-15,CABLE,ALUMINIUM_WIRE,Delhi-Mayapuri Cluster,116.61,142.27,KG,104.95,156.5
PRC_00635,2026-05-15,BATTERY,LEAD_ACID,Delhi-Mayapuri Cluster,91.61,109.27,KG,82.45,120.2
PRC_00636,2026-05-15,BATTERY,BATTERY_LITHIUM_PORTABLE,Delhi-Mayapuri Cluster,126.61,157.27,KG,113.95,173.0
PRC_00637,2026-05-15,DISPLAY,LCD_PANEL_INTACT,Delhi-Mayapuri Cluster,156.61,217.27,PIECE,140.95,239.0
PRC_00638,2026-05-15,DISPLAY,CRT_MONITOR,Delhi-Mayapuri Cluster,66.61,97.27,PIECE,59.95,107.0
PRC_00639,2026-05-15,PLASTIC,MIXED_EWASTE_CASING,Delhi-Mayapuri Cluster,24.61,33.27,KG,22.15,36.6
PRC_00640,2026-05-15,PCB,MOTHERBOARD_HIGH_GRADE,Mumbai-Dharavi Cluster,286.61,327.27,KG,257.95,360.0
PRC_00641,2026-05-15,PCB,POWER_SUPPLY_LOW_GRADE,Mumbai-Dharavi Cluster,51.61,67.27,KG,46.45,74.0
PRC_00642,2026-05-15,CABLE,COPPER_HEAVY_INSULATED,Mumbai-Dharavi Cluster,426.61,477.27,KG,383.95,525.0
PRC_00643,2026-05-15,CABLE,ALUMINIUM_WIRE,Mumbai-Dharavi Cluster,116.61,142.27,KG,104.95,156.5
PRC_00644,2026-05-15,BATTERY,LEAD_ACID,Mumbai-Dharavi Cluster,91.61,109.27,KG,82.45,120.2
PRC_00645,2026-05-15,BATTERY,BATTERY_LITHIUM_PORTABLE,Mumbai-Dharavi Cluster,126.61,157.27,KG,113.95,173.0
PRC_00646,2026-05-15,DISPLAY,LCD_PANEL_INTACT,Mumbai-Dharavi Cluster,156.61,217.27,PIECE,140.95,239.0
PRC_00647,2026-05-15,DISPLAY,CRT_MONITOR,Mumbai-Dharavi Cluster,66.61,97.27,PIECE,59.95,107.0
PRC_00648,2026-05-15,PLASTIC,MIXED_EWASTE_CASING,Mumbai-Dharavi Cluster,24.61,33.27,KG,22.15,36.6
PRC_00649,2026-05-15,PCB,MOTHERBOARD_HIGH_GRADE,Bengaluru-Peenya Cluster,286.61,327.27,KG,257.95,360.0
PRC_00650,2026-05-15,PCB,POWER_SUPPLY_LOW_GRADE,Bengaluru-Peenya Cluster,51.61,67.27,KG,46.45,74.0
PRC_00651,2026-05-15,CABLE,COPPER_HEAVY_INSULATED,Bengaluru-Peenya Cluster,426.61,477.27,KG,383.95,525.0
PRC_00652,2026-05-15,CABLE,ALUMINIUM_WIRE,Bengaluru-Peenya Cluster,116.61,142.27,KG,104.95,156.5
PRC_00653,2026-05-15,BATTERY,LEAD_ACID,Bengaluru-Peenya Cluster,91.61,109.27,KG,82.45,120.2
PRC_00654,2026-05-15,BATTERY,BATTERY_LITHIUM_PORTABLE,Bengaluru-Peenya Cluster,126.61,157.27,KG,113.95,173.0
PRC_00655,2026-05-15,DISPLAY,LCD_PANEL_INTACT,Bengaluru-Peenya Cluster,156.61,217.27,PIECE,140.95,239.0
PRC_00656,2026-05-15,DISPLAY,CRT_MONITOR,Bengaluru-Peenya Cluster,66.61,97.27,PIECE,59.95,107.0
PRC_00657,2026-05-15,PLASTIC,MIXED_EWASTE_CASING,Bengaluru-Peenya Cluster,24.61,33.27,KG,22.15,36.6
PRC_00658,2026-05-15,PCB,MOTHERBOARD_HIGH_GRADE,Bhubaneswar-Cuttack Cluster,286.61,327.27,KG,257.95,360.0
PRC_00659,2026-05-15,PCB,POWER_SUPPLY_LOW_GRADE,Bhubaneswar-Cuttack Cluster,51.61,67.27,KG,46.45,74.0
PRC_00660,2026-05-15,CABLE,COPPER_HEAVY_INSULATED,Bhubaneswar-Cuttack Cluster,426.61,477.27,KG,383.95,525.0
PRC_00661,2026-05-15,CABLE,ALUMINIUM_WIRE,Bhubaneswar-Cuttack Cluster,116.61,142.27,KG,104.95,156.5
PRC_00662,2026-05-15,BATTERY,LEAD_ACID,Bhubaneswar-Cuttack Cluster,91.61,109.27,KG,82.45,120.2
PRC_00663,2026-05-15,BATTERY,BATTERY_LITHIUM_PORTABLE,Bhubaneswar-Cuttack Cluster,126.61,157.27,KG,113.95,173.0
PRC_00664,2026-05-15,DISPLAY,LCD_PANEL_INTACT,Bhubaneswar-Cuttack Cluster,156.61,217.27,PIECE,140.95,239.0
PRC_00665,2026-05-15,DISPLAY,CRT_MONITOR,Bhubaneswar-Cuttack Cluster,66.61,97.27,PIECE,59.95,107.0
PRC_00666,2026-05-15,PLASTIC,MIXED_EWASTE_CASING,Bhubaneswar-Cuttack Cluster,24.61,33.27,KG,22.15,36.6
PRC_00667,2026-05-15,PCB,MOTHERBOARD_HIGH_GRADE,Chennai-Ambattur Cluster,286.61,327.27,KG,257.95,360.0
PRC_00668,2026-05-15,PCB,POWER_SUPPLY_LOW_GRADE,Chennai-Ambattur Cluster,51.61,67.27,KG,46.45,74.0
PRC_00669,2026-05-15,CABLE,COPPER_HEAVY_INSULATED,Chennai-Ambattur Cluster,426.61,477.27,KG,383.95,525.0
PRC_00670,2026-05-15,CABLE,ALUMINIUM_WIRE,Chennai-Ambattur Cluster,116.61,142.27,KG,104.95,156.5
PRC_00671,2026-05-15,BATTERY,LEAD_ACID,Chennai-Ambattur Cluster,91.61,109.27,KG,82.45,120.2
PRC_00672,2026-05-15,BATTERY,BATTERY_LITHIUM_PORTABLE,Chennai-Ambattur Cluster,126.61,157.27,KG,113.95,173.0
PRC_00673,2026-05-15,DISPLAY,LCD_PANEL_INTACT,Chennai-Ambattur Cluster,156.61,217.27,PIECE,140.95,239.0
PRC_00674,2026-05-15,DISPLAY,CRT_MONITOR,Chennai-Ambattur Cluster,66.61,97.27,PIECE,59.95,107.0
PRC_00675,2026-05-15,PLASTIC,MIXED_EWASTE_CASING,Chennai-Ambattur Cluster,24.61,33.27,KG,22.15,36.6
PRC_00676,2026-05-16,PCB,MOTHERBOARD_HIGH_GRADE,Delhi-Mayapuri Cluster,288.65,329.51,KG,259.78,362.46
PRC_00677,2026-05-16,PCB,POWER_SUPPLY_LOW_GRADE,Delhi-Mayapuri Cluster,53.65,69.51,KG,48.28,76.46
PRC_00678,2026-05-16,CABLE,COPPER_HEAVY_INSULATED,Delhi-Mayapuri Cluster,428.65,479.51,KG,385.78,527.46
PRC_00679,2026-05-16,CABLE,ALUMINIUM_WIRE,Delhi-Mayapuri Cluster,118.65,144.51,KG,106.79,158.96
PRC_00680,2026-05-16,BATTERY,LEAD_ACID,Delhi-Mayapuri Cluster,93.65,111.51,KG,84.29,122.66
PRC_00681,2026-05-16,BATTERY,BATTERY_LITHIUM_PORTABLE,Delhi-Mayapuri Cluster,128.65,159.51,KG,115.79,175.46
PRC_00682,2026-05-16,DISPLAY,LCD_PANEL_INTACT,Delhi-Mayapuri Cluster,158.65,219.51,PIECE,142.78,241.46
PRC_00683,2026-05-16,DISPLAY,CRT_MONITOR,Delhi-Mayapuri Cluster,68.65,99.51,PIECE,61.78,109.46
PRC_00684,2026-05-16,PLASTIC,MIXED_EWASTE_CASING,Delhi-Mayapuri Cluster,26.65,35.51,KG,23.98,39.06
PRC_00685,2026-05-16,PCB,MOTHERBOARD_HIGH_GRADE,Mumbai-Dharavi Cluster,288.65,329.51,KG,259.78,362.46
PRC_00686,2026-05-16,PCB,POWER_SUPPLY_LOW_GRADE,Mumbai-Dharavi Cluster,53.65,69.51,KG,48.28,76.46
PRC_00687,2026-05-16,CABLE,COPPER_HEAVY_INSULATED,Mumbai-Dharavi Cluster,428.65,479.51,KG,385.78,527.46
PRC_00688,2026-05-16,CABLE,ALUMINIUM_WIRE,Mumbai-Dharavi Cluster,118.65,144.51,KG,106.79,158.96
PRC_00689,2026-05-16,BATTERY,LEAD_ACID,Mumbai-Dharavi Cluster,93.65,111.51,KG,84.29,122.66
PRC_00690,2026-05-16,BATTERY,BATTERY_LITHIUM_PORTABLE,Mumbai-Dharavi Cluster,128.65,159.51,KG,115.79,175.46
PRC_00691,2026-05-16,DISPLAY,LCD_PANEL_INTACT,Mumbai-Dharavi Cluster,158.65,219.51,PIECE,142.78,241.46
PRC_00692,2026-05-16,DISPLAY,CRT_MONITOR,Mumbai-Dharavi Cluster,68.65,99.51,PIECE,61.78,109.46
PRC_00693,2026-05-16,PLASTIC,MIXED_EWASTE_CASING,Mumbai-Dharavi Cluster,26.65,35.51,KG,23.98,39.06
PRC_00694,2026-05-16,PCB,MOTHERBOARD_HIGH_GRADE,Bengaluru-Peenya Cluster,288.65,329.51,KG,259.78,362.46
PRC_00695,2026-05-16,PCB,POWER_SUPPLY_LOW_GRADE,Bengaluru-Peenya Cluster,53.65,69.51,KG,48.28,76.46
PRC_00696,2026-05-16,CABLE,COPPER_HEAVY_INSULATED,Bengaluru-Peenya Cluster,428.65,479.51,KG,385.78,527.46
PRC_00697,2026-05-16,CABLE,ALUMINIUM_WIRE,Bengaluru-Peenya Cluster,118.65,144.51,KG,106.79,158.96
PRC_00698,2026-05-16,BATTERY,LEAD_ACID,Bengaluru-Peenya Cluster,93.65,111.51,KG,84.29,122.66
PRC_00699,2026-05-16,BATTERY,BATTERY_LITHIUM_PORTABLE,Bengaluru-Peenya Cluster,128.65,159.51,KG,115.79,175.46
PRC_00700,2026-05-16,DISPLAY,LCD_PANEL_INTACT,Bengaluru-Peenya Cluster,158.65,219.51,PIECE,142.78,241.46
PRC_00701,2026-05-16,DISPLAY,CRT_MONITOR,Bengaluru-Peenya Cluster,68.65,99.51,PIECE,61.78,109.46
PRC_00702,2026-05-16,PLASTIC,MIXED_EWASTE_CASING,Bengaluru-Peenya Cluster,26.65,35.51,KG,23.98,39.06
PRC_00703,2026-05-16,PCB,MOTHERBOARD_HIGH_GRADE,Bhubaneswar-Cuttack Cluster,288.65,329.51,KG,259.78,362.46
PRC_00704,2026-05-16,PCB,POWER_SUPPLY_LOW_GRADE,Bhubaneswar-Cuttack Cluster,53.65,69.51,KG,48.28,76.46
PRC_00705,2026-05-16,CABLE,COPPER_HEAVY_INSULATED,Bhubaneswar-Cuttack Cluster,428.65,479.51,KG,385.78,527.46
PRC_00706,2026-05-16,CABLE,ALUMINIUM_WIRE,Bhubaneswar-Cuttack Cluster,118.65,144.51,KG,106.79,158.96
PRC_00707,2026-05-16,BATTERY,LEAD_ACID,Bhubaneswar-Cuttack Cluster,93.65,111.51,KG,84.29,122.66
PRC_00708,2026-05-16,BATTERY,BATTERY_LITHIUM_PORTABLE,Bhubaneswar-Cuttack Cluster,128.65,159.51,KG,115.79,175.46
PRC_00709,2026-05-16,DISPLAY,LCD_PANEL_INTACT,Bhubaneswar-Cuttack Cluster,158.65,219.51,PIECE,142.78,241.46
PRC_00710,2026-05-16,DISPLAY,CRT_MONITOR,Bhubaneswar-Cuttack Cluster,68.65,99.51,PIECE,61.78,109.46
PRC_00711,2026-05-16,PLASTIC,MIXED_EWASTE_CASING,Bhubaneswar-Cuttack Cluster,26.65,35.51,KG,23.98,39.06
PRC_00712,2026-05-16,PCB,MOTHERBOARD_HIGH_GRADE,Chennai-Ambattur Cluster,288.65,329.51,KG,259.78,362.46
PRC_00713,2026-05-16,PCB,POWER_SUPPLY_LOW_GRADE,Chennai-Ambattur Cluster,53.65,69.51,KG,48.28,76.46
PRC_00714,2026-05-16,CABLE,COPPER_HEAVY_INSULATED,Chennai-Ambattur Cluster,428.65,479.51,KG,385.78,527.46
PRC_00715,2026-05-16,CABLE,ALUMINIUM_WIRE,Chennai-Ambattur Cluster,118.65,144.51,KG,106.79,158.96
PRC_00716,2026-05-16,BATTERY,LEAD_ACID,Chennai-Ambattur Cluster,93.65,111.51,KG,84.29,122.66
PRC_00717,2026-05-16,BATTERY,BATTERY_LITHIUM_PORTABLE,Chennai-Ambattur Cluster,128.65,159.51,KG,115.79,175.46
PRC_00718,2026-05-16,DISPLAY,LCD_PANEL_INTACT,Chennai-Ambattur Cluster,158.65,219.51,PIECE,142.78,241.46
PRC_00719,2026-05-16,DISPLAY,CRT_MONITOR,Chennai-Ambattur Cluster,68.65,99.51,PIECE,61.78,109.46
PRC_00720,2026-05-16,PLASTIC,MIXED_EWASTE_CASING,Chennai-Ambattur Cluster,26.65,35.51,KG,23.98,39.06
PRC_00721,2026-05-17,PCB,MOTHERBOARD_HIGH_GRADE,Delhi-Mayapuri Cluster,288.2,329.02,KG,259.38,361.92
PRC_00722,2026-05-17,PCB,POWER_SUPPLY_LOW_GRADE,Delhi-Mayapuri Cluster,53.2,69.02,KG,47.88,75.92
PRC_00723,2026-05-17,CABLE,COPPER_HEAVY_INSULATED,Delhi-Mayapuri Cluster,428.2,479.02,KG,385.38,526.92
PRC_00724,2026-05-17,CABLE,ALUMINIUM_WIRE,Delhi-Mayapuri Cluster,118.2,144.02,KG,106.38,158.42
PRC_00725,2026-05-17,BATTERY,LEAD_ACID,Delhi-Mayapuri Cluster,93.2,111.02,KG,83.88,122.12
PRC_00726,2026-05-17,BATTERY,BATTERY_LITHIUM_PORTABLE,Delhi-Mayapuri Cluster,128.2,159.02,KG,115.38,174.92
PRC_00727,2026-05-17,DISPLAY,LCD_PANEL_INTACT,Delhi-Mayapuri Cluster,158.2,219.02,PIECE,142.38,240.92
PRC_00728,2026-05-17,DISPLAY,CRT_MONITOR,Delhi-Mayapuri Cluster,68.2,99.02,PIECE,61.38,108.92
PRC_00729,2026-05-17,PLASTIC,MIXED_EWASTE_CASING,Delhi-Mayapuri Cluster,26.2,35.02,KG,23.58,38.52
PRC_00730,2026-05-17,PCB,MOTHERBOARD_HIGH_GRADE,Mumbai-Dharavi Cluster,288.2,329.02,KG,259.38,361.92
PRC_00731,2026-05-17,PCB,POWER_SUPPLY_LOW_GRADE,Mumbai-Dharavi Cluster,53.2,69.02,KG,47.88,75.92
PRC_00732,2026-05-17,CABLE,COPPER_HEAVY_INSULATED,Mumbai-Dharavi Cluster,428.2,479.02,KG,385.38,526.92
PRC_00733,2026-05-17,CABLE,ALUMINIUM_WIRE,Mumbai-Dharavi Cluster,118.2,144.02,KG,106.38,158.42
PRC_00734,2026-05-17,BATTERY,LEAD_ACID,Mumbai-Dharavi Cluster,93.2,111.02,KG,83.88,122.12
PRC_00735,2026-05-17,BATTERY,BATTERY_LITHIUM_PORTABLE,Mumbai-Dharavi Cluster,128.2,159.02,KG,115.38,174.92
PRC_00736,2026-05-17,DISPLAY,LCD_PANEL_INTACT,Mumbai-Dharavi Cluster,158.2,219.02,PIECE,142.38,240.92
PRC_00737,2026-05-17,DISPLAY,CRT_MONITOR,Mumbai-Dharavi Cluster,68.2,99.02,PIECE,61.38,108.92
PRC_00738,2026-05-17,PLASTIC,MIXED_EWASTE_CASING,Mumbai-Dharavi Cluster,26.2,35.02,KG,23.58,38.52
PRC_00739,2026-05-17,PCB,MOTHERBOARD_HIGH_GRADE,Bengaluru-Peenya Cluster,288.2,329.02,KG,259.38,361.92
PRC_00740,2026-05-17,PCB,POWER_SUPPLY_LOW_GRADE,Bengaluru-Peenya Cluster,53.2,69.02,KG,47.88,75.92
PRC_00741,2026-05-17,CABLE,COPPER_HEAVY_INSULATED,Bengaluru-Peenya Cluster,428.2,479.02,KG,385.38,526.92
PRC_00742,2026-05-17,CABLE,ALUMINIUM_WIRE,Bengaluru-Peenya Cluster,118.2,144.02,KG,106.38,158.42
PRC_00743,2026-05-17,BATTERY,LEAD_ACID,Bengaluru-Peenya Cluster,93.2,111.02,KG,83.88,122.12
PRC_00744,2026-05-17,BATTERY,BATTERY_LITHIUM_PORTABLE,Bengaluru-Peenya Cluster,128.2,159.02,KG,115.38,174.92
PRC_00745,2026-05-17,DISPLAY,LCD_PANEL_INTACT,Bengaluru-Peenya Cluster,158.2,219.02,PIECE,142.38,240.92
PRC_00746,2026-05-17,DISPLAY,CRT_MONITOR,Bengaluru-Peenya Cluster,68.2,99.02,PIECE,61.38,108.92
PRC_00747,2026-05-17,PLASTIC,MIXED_EWASTE_CASING,Bengaluru-Peenya Cluster,26.2,35.02,KG,23.58,38.52
PRC_00748,2026-05-17,PCB,MOTHERBOARD_HIGH_GRADE,Bhubaneswar-Cuttack Cluster,288.2,329.02,KG,259.38,361.92
PRC_00749,2026-05-17,PCB,POWER_SUPPLY_LOW_GRADE,Bhubaneswar-Cuttack Cluster,53.2,69.02,KG,47.88,75.92
PRC_00750,2026-05-17,CABLE,COPPER_HEAVY_INSULATED,Bhubaneswar-Cuttack Cluster,428.2,479.02,KG,385.38,526.92
PRC_00751,2026-05-17,CABLE,ALUMINIUM_WIRE,Bhubaneswar-Cuttack Cluster,118.2,144.02,KG,106.38,158.42
PRC_00752,2026-05-17,BATTERY,LEAD_ACID,Bhubaneswar-Cuttack Cluster,93.2,111.02,KG,83.88,122.12
