recycler_id,cpcb_registration_id,company_name,registered_address,state,city,latitude,longitude,permitted_capacity_mta,authorization_status,materials_accepted,pickup_available,min_pickup_weight_kg,service_radius_km,total_pickups_booked,total_pickups_completed,cancellation_rate,fulfillment_score,avg_payout_delay_hours,contact_phone
REC_EXC_077,CPCB/EXC/2023/077,M/s Dotline Informatics Pvt. Ltd.,"Plot No. 302, Ph-V, HSIIDC, Indl. Estate, Rai, Distt. Sonipat 350",Haryana,Sonipat,29.4096,75.6735,350.0,ACTIVE,"CRT,MIXED_PLASTIC,METALS",False,0.0,10.0,166,144,0.133,0.869,0.6,+91-9945943012
REC_EXC_078,CPCB/EXC/2023/078,M/s RBH E-Waste Recycle Hub Pvt. Ltd. (old name M/s Satellite Vis,"Plot No. 130,
HSIIDC, Rai, Distt. Sonipat 912.5",Haryana,Sonipat,29.5412,75.6976,912.5,ACTIVE,"PCB,BATTERY,CABLE,LCD,CRT,MIXED_PLASTIC",True,50.0,50.0,147,130,0.116,0.886,2.7,+91-9404347709
REC_EXC_079,CPCB/EXC/2023/079,M/s Global Waste Solution,"Village Ram Nagar, Tehsil Ganaur, Distt. Sonipat 9490",Haryana,Sonipat,29.4882,76.1424,9490.0,ACTIVE,"CRT,MIXED_PLASTIC,METALS",True,20.0,50.0,183,164,0.104,0.897,1.1,+91-9228161931
REC_EXC_080,CPCB/EXC/2023/080,M/s Global Waste Solution Unit-II,"Village Dhaturi Tehsil Ganaur, Distt. Sonipat 8249",Haryana,Sonipat,28.6736,76.1962,8249.0,ACTIVE,"CRT,MIXED_PLASTIC,METALS",True,50.0,75.0,129,115,0.109,0.893,0.7,+91-9471962545
REC_EXC_081,CPCB/EXC/2023/081,M/s Tes Amm (India) Pvt. Ltd.,"Village Wazidpur Saboli, Distt. Sonepat 12000",Haryana,Delhi,29.0131,76.1342,12000.0,ACTIVE,"PCB,BATTERY,CABLE",False,0.0,10.0,197,188,0.046,0.955,0.9,+91-9111643208
REC_EXC_082,CPCB/EXC/2023/082,M/s Bluenvir,"81, HSIIDC, Rai, Distt. Sonipat 435",Haryana,Sonipat,29.319,76.1812,435.0,ACTIVE,"PCB,BATTERY,CABLE,LCD,CRT,MIXED_PLASTIC",True,30.0,75.0,78,75,0.038,0.963,3.4,+91-9633852493
REC_EXC_083,CPCB/EXC/2023/083,M/s. EARTH SENSE RECYCLE PVT LTD,"Plot
No. 100, Sector - 5, IMT Manesar, Gurgaon 2160",Haryana,Gurugram,29.4917,76.5765,2160.0,ACTIVE,"PCB,BATTERY,CABLE,LCD,CRT,MIXED_PLASTIC",True,20.0,50.0,89,85,0.045,0.956,3.0,+91-9102155748
REC_EXC_084,CPCB/EXC/2023/084,M/s. Nirvana Recycling Pvt. Ltd.,"Plot No. D-6, Udyog, Vihar, Phase-VI, Sector-37, Gurugram 6030",Haryana,Gurugram,28.7604,75.7493,6030.0,ACTIVE,"PCB,BATTERY,CABLE",True,50.0,50.0,183,177,0.033,0.968,3.1,+91-9711797080
REC_EXC_085,CPCB/EXC/2023/085,M/s. Green Vortex Waste Management Pvt Ltd.Plot No 177,"Sector 7, IMT Manesar 1500",Haryana,Gurugram,29.2418,76.0375,1500.0,ACTIVE,"CRT,MIXED_PLASTIC,METALS",True,20.0,50.0,126,119,0.056,0.945,2.2,+91-9552528272
REC_EXC_086,CPCB/EXC/2023/086,M/s. SMS ENTERPRISES,"Plot No. 544- D, First
Floor, Sector -37, Pace City - II, Gurgaon (Haryana) 360",Haryana,Gurugram,29.4584,75.9695,360.0,ACTIVE,"CRT,MIXED_PLASTIC,METALS",True,50.0,75.0,208,189,0.091,0.91,2.4,+91-9464666823
REC_EXC_087,CPCB/EXC/2023/087,M/s. Apicem Recyclers Pvt. Ltd.,"Plot No. 359, Sector-8, IMT Manesar, Gurugram, Haryana 510",Haryana,Gurugram,29.2525,75.7523,510.0,ACTIVE,"PCB,CABLE,LCD,MOTORS",True,30.0,75.0,184,175,0.049,0.952,2.8,+91-9988974332
REC_EXC_088,CPCB/EXC/2023/088,M/s. KM Global E-Waste Private Limited,"Ground Floor Plot no. -359, Sector-8, IMT Manesar, Gurugram, Haryana 510",Haryana,Gurugram,28.8073,76.3295,510.0,SUSPENDED,"PCB,CABLE,LCD,MOTORS",True,30.0,30.0,152,60,0.605,0.403,1.5,+91-9406047781
REC_EXC_089,CPCB/EXC/2023/089,M/s  3 R Recycler,"Plot No. 392, Sector-8, IMT Manesar Gurgaon 2994",Haryana,Gurugram,29.0953,75.9644,2994.0,ACTIVE,"CRT,MIXED_PLASTIC,METALS",True,50.0,30.0,165,144,0.127,0.874,1.7,+91-9193982380
REC_EXC_090,CPCB/EXC/2023/090,M/s. Deshwal Waste Management Pvt Ltd,"plot No-292, Sec-7, IMT Manesar, Gurgaon, Haryana 10000
1800",Haryana,Gurugram,29.2788,76.2267,28.0,ACTIVE,"PCB,CABLE,LCD,MOTORS",True,50.0,75.0,98,94,0.041,0.96,3.2,+91-9458165029
REC_EXC_091,CPCB/EXC/2023/091,M/s. Deshwal Waste Management Pvt Ltd,"Plot No. -116, Sec-8, IMT Manesar, Gurgaon, Haryana 4652.1",Haryana,Gurugram,28.7862,76.0092,4652.1,ACTIVE,"PCB,BATTERY,CABLE",True,30.0,30.0,133,122,0.083,0.919,1.3,+91-9624518203
REC_EXC_092,CPCB/EXC/2023/092,M/s. Namo E-Waste Management Ltd.,"14/1, Mathura Road, Faridabad Haryana 5796",Haryana,Faridabad,29.1518,75.6878,5796.0,ACTIVE,"CRT,MIXED_PLASTIC,METALS",True,20.0,75.0,135,128,0.052,0.949,2.3,+91-9847885557
REC_EXC_093,CPCB/EXC/2023/093,M/s. E Waste Recyclers India,Shed no. 15 Roz Ka Meo Industrial Area Nuh. 667,Haryana,Bhiwani,28.6361,75.6898,667.0,ACTIVE,"PCB,CABLE,LCD,MOTORS",True,20.0,50.0,130,127,0.023,0.977,1.1,+91-9475770070
REC_EXC_094,CPCB/EXC/2023/094,M/s Radhey Steel Traders,"Vill. PatviBarara Road, Shahabad, Distt. Kurukshetra 600",Haryana,Kurukshetra,29.4796,76.4555,600.0,ACTIVE,"PCB,BATTERY,CABLE,LCD,CRT,MIXED_PLASTIC",True,20.0,75.0,82,73,0.11,0.893,2.9,+91-9545480601
REC_EXC_095,CPCB/EXC/2023/095,M/s Pegasus Waste Management Pvt. Ltd.,"Village -Bhora Kalan, Gurugram 13134",Haryana,Gurugram,28.8923,75.9838,13134.0,ACTIVE,"PCB,BATTERY,CABLE,LCD,CRT,MIXED_PLASTIC",True,30.0,75.0,191,185,0.031,0.969,1.2,+91-9969471083
REC_EXC_096,CPCB/EXC/2023/096,M/s. 3 R Zero Waste Pvt. Ltd.,"Plot No.-62,Sector-8, IMT Manesar 500",Haryana,Gurugram,29.4715,75.8338,500.0,ACTIVE,"PCB,BATTERY,CABLE",False,0.0,10.0,117,104,0.111,0.891,2.2,+91-9668070805
REC_EXC_097,CPCB/EXC/2023/097,M/s. Ecoverva Waste Recycling Private Limited,"Plot No. 350
Block C Village Pathreri Ansal Pioneer Industrial Park,
Distt. Gurgaon 353.0708",Haryana,Gurugram,28.7789,75.7983,353.0708,ACTIVE,"PCB,BATTERY,CABLE,LCD,CRT,MIXED_PLASTIC",True,20.0,30.0,177,161,0.09,0.911,2.1,+91-9892261991
REC_EXC_098,CPCB/EXC/2023/098,M/s. Naturevolt Recyclers India Pvt Ltd,"Plot No. 323, Part-IV, Sector-24,Faridabad 5400",Haryana,Faridabad,29.061,76.181,5400.0,ACTIVE,"PCB,BATTERY,CABLE",True,50.0,75.0,91,80,0.121,0.882,2.4,+91-9648578780
REC_EXC_099,CPCB/EXC/2023/099,M/s. AV Green Soluti ons Pvt Ltd.,"Plot No. 274, Sector-24 , Industrial Area,Faridabad 381",Haryana,Faridabad,29.0309,76.1504,381.0,ACTIVE,"PCB,CABLE,LCD,MOTORS",True,50.0,50.0,142,128,0.099,0.903,2.8,+91-9542302083
REC_EXC_100,CPCB/EXC/2023/100,M/s. Re Chakra Waste Management LLP.,"Plot No. -18, Sector-6, Faridabad 8931",Haryana,Faridabad,28.7407,76.4474,8931.0,ACTIVE,"PCB,BATTERY,CABLE",True,30.0,75.0,139,128,0.079,0.922,0.6,+91-9770670299
REC_EXC_101,CPCB/EXC/2023/101,M/s. CLG Projects LLP,Plot no 75-76 sector 59 pragati vihar Ballabgarh faridabad 450,Haryana,Faridabad,29.3986,76.4526,450.0,ACTIVE,"PCB,BATTERY,CABLE,LCD,CRT,MIXED_PLASTIC",True,50.0,75.0,216,198,0.083,0.917,0.8,+91-9314387950
REC_EXC_102,CPCB/EXC/2023/102,M/s. SSL E Waste Management LLP,"Plot No. 410, Sector- 68, IMT, Faridabad 423",Haryana,Faridabad,29.1282,76.4731,423.0,ACTIVE,"CRT,MIXED_PLASTIC,METALS",True,50.0,50.0,61,58,0.049,0.952,3.4,+91-9934983411
REC_EXC_103,CPCB/EXC/2023/103,M/s Shunty Disposal Store,"Manmohan Nagar,
G.T Road, Ambala city 900",Haryana,Ambala,29.2269,75.7906,900.0,ACTIVE,"PCB,BATTERY,CABLE",True,50.0,50.0,36,34,0.056,0.947,0.6,+91-9879259260
REC_EXC_104,CPCB/EXC/2023/104,M/s. Green Wealth Solutions Pvt. Ltd. Plot No. 109,"IE,
Kutana, HSIIDC, Hissar Road, Rohtak 690",Haryana,Rohtak,29.4352,76.2285,690.0,ACTIVE,"CRT,MIXED_PLASTIC,METALS",True,20.0,75.0,159,143,0.101,0.901,1.3,+91-9633215492
REC_EXC_105,CPCB/EXC/2023/105,M/s. Endeavor Recyclers India Private Limited,"71//14/2/2, 71//15/1, Village-Hassangarh,Tehsil- Sampla, District- Rohtak,
Haryana-124404 28350",Haryana,Rohtak,28.904,76.3594,28350.0,ACTIVE,"PCB,BATTERY,CABLE",True,50.0,50.0,115,109,0.052,0.949,3.1,+91-9720847085
REC_EXC_106,CPCB/EXC/2023/106,M/s. Shivalik Solid Waste Management Ltd.,"(Unit –II), Village-Shabowal, Tehsil Nalagarh, District-Solan HP 1000 1500",Himachal Pradesh,Solan,31.0759,76.8555,1500.0,ACTIVE,"PCB,CABLE,LCD,MOTORS",True,20.0,50.0,54,48,0.111,0.893,2.4,+91-9837462765
REC_EXC_107,CPCB/EXC/2023/107,M/s Ortech India Corporations,"Plot No. 67-B, Industrial Estate, Lodhi Majra, Baddi, 500",Himachal Pradesh,Baddi,31.5892,77.1991,500.0,ACTIVE,"PCB,CABLE,LCD,MOTORS",True,50.0,50.0,175,161,0.08,0.921,2.2,+91-9203316389
REC_EXC_108,CPCB/EXC/2023/108,M/s. VRG Groups,Gangyal 135 705,Jammu & Kashmir,Jammu,33.3454,76.4814,705.0,ACTIVE,"PCB,BATTERY,CABLE",True,20.0,50.0,115,100,0.13,0.872,1.3,+91-9518386087
REC_EXC_109,CPCB/EXC/2023/109,M/s. Bashir Ahmad Babdemb,Srinagar 285,Jammu & Kashmir,Srinagar,33.5289,76.7093,285.0,ACTIVE,"PCB,BATTERY,CABLE,LCD,CRT,MIXED_PLASTIC",True,20.0,50.0,219,201,0.082,0.919,1.6,+91-9996046901
REC_EXC_110,CPCB/EXC/2023/110,M/s. Bashir Enterprises Noorbagh,Srinagar 285,Jammu & Kashmir,Srinagar,34.0162,76.159,285.0,ACTIVE,"CRT,MIXED_PLASTIC,METALS",False,0.0,10.0,178,170,0.045,0.956,1.6,+91-9302386214
REC_EXC_111,CPCB/EXC/2023/111,M/s. Meliorate Lubes Pvt Ltd,"Plot No. 606/A, Ward No. 4/34, Vikas Nagar, hesal Piska More, Ranchi Jharkhand - 834005 300 660",Jharkhand,Ranchi,23.7206,85.7292,660.0,ACTIVE,"PCB,BATTERY,CABLE,LCD,CRT,MIXED_PLASTIC",True,30.0,30.0,85,75,0.118,0.885,2.1,+91-9795844306
REC_EXC_112,CPCB/EXC/2023/112,M/s. Simran Infotech,"Vill & P.O Kanak Chas,
P.S. Chandan Kiari dist. Kokaro Jharkhand-828134 360",Jharkhand,Bokaro,23.7053,84.8313,360.0,ACTIVE,"PCB,BATTERY,CABLE",True,30.0,30.0,183,167,0.087,0.914,0.7,+91-9799192960
REC_EXC_113,CPCB/EXC/2023/113,M/s. Sriram Eco Raksha Computer Services Pvt. Ltd. No. B-29,"KSSIDC Indl. Estate, Bommasandra, Hosur Road, Anekal Taluk, Bangalore – 560 099 360 126015.48",Karnataka,Bengaluru,12.9671,77.783,126015.48,ACTIVE,"PCB,BATTERY,CABLE,LCD,CRT,MIXED_PLASTIC",False,0.0,10.0,160,139,0.131,0.87,2.6,+91-9195112669
REC_EXC_114,CPCB/EXC/2023/114,M/s. E-Friendly Waste Recyclers,"First Floor, No. 17 1st, Cross, Azeez Sait Industrial Town, Nayandahalli, Bangalore-560039 300",Karnataka,Bengaluru,12.4769,77.1977,300.0,ACTIVE,"CRT,MIXED_PLASTIC,METALS",True,20.0,30.0,46,44,0.043,0.958,2.1,+91-9472396043
REC_EXC_115,CPCB/EXC/2023/115,M/s. Eco Globe E-Waste Recyclers,"Plot No. 87, 2nd Phase, 2nd Sector, Bidadi Industrial Area, Bidadi Hobli, Ramanagra Taluk and District 1200",Karnataka,Ramanagara,13.0135,77.9675,1200.0,ACTIVE,"PCB,BATTERY,CABLE,LCD,CRT,MIXED_PLASTIC",True,50.0,30.0,147,137,0.068,0.933,1.2,+91-9729921035
REC_EXC_116,CPCB/EXC/2023/116,M/s. E-Hasiru,"No. 168/B, 1st Floor, 7th Main Road, 3rd Phase, Peenya Industrial Area, Bangalore – 558 300",Karnataka,Bengaluru,12.6928,78.0823,300.0,ACTIVE,"PCB,BATTERY,CABLE",False,0.0,10.0,39,36,0.077,0.927,1.0,+91-9391822548
REC_EXC_117,CPCB/EXC/2023/117,M/s. Green Enabled IT Solutions Pvt. Ltd.,"No. 2/1, 27th Cross, Behind Krishna Grand Hotel, Banashankari 2nd Stage, Bengaluru 600",Karnataka,Bengaluru,12.9448,77.4075,600.0,ACTIVE,"PCB,CABLE,LCD,MOTORS",True,50.0,50.0,88,85,0.034,0.967,2.7,+91-9335719027
REC_EXC_118,CPCB/EXC/2023/118,M/s. Coral Waters,"No. 8E, KIADB Industrial Area, Hoskote Taluk, Banglaore Rural District 720",Karnataka,Bengaluru,13.3161,77.4137,720.0,ACTIVE,"PCB,BATTERY,CABLE,LCD,CRT,MIXED_PLASTIC",False,0.0,10.0,188,169,0.101,0.9,0.9,+91-9430511457
REC_EXC_119,CPCB/EXC/2023/119,M/s. Royal Touch,"No. 3/2, 2nd Cross, Ezakiel Industrial Estate, K. G Halli, Nagawara Main
Road, Banglaore 360",Karnataka,Bengaluru,13.3566,77.6249,360.0,ACTIVE,"PCB,BATTERY,CABLE",True,50.0,75.0,149,137,0.081,0.921,2.5,+91-9640699345
REC_EXC_120,CPCB/EXC/2023/120,M/s. Pharmateck Consultancy,"Sy. No. 40/1, Mangammanapalya, Bommanahalli 300",Karnataka,Bengaluru,12.9918,77.5214,300.0,ACTIVE,"CRT,MIXED_PLASTIC,METALS",True,50.0,50.0,63,54,0.143,0.862,1.1,+91-9675370513
REC_EXC_121,CPCB/EXC/2023/121,M/s. Cerebra Integrated Technologies Ltd.,"Plot No. 41 to 46, Appasandra village, KIADB Indl. Area, Narasapura Hobli, kolar Taluk and District 39000",Karnataka,Kolar,13.4107,77.8934,39000.0,ACTIVE,"PCB,BATTERY,CABLE",True,30.0,30.0,91,83,0.088,0.914,2.2,+91-9193144811
REC_EXC_122,CPCB/EXC/2023/122,M/s. AGK Enterprises,"Unit-I, No 33/A,
Industrial “A” Layout, Bannimantap, Mysore - 570015 360",Karnataka,Mysuru,13.4557,77.8629,360.0,ACTIVE,"PCB,CABLE,LCD,MOTORS",True,20.0,30.0,206,179,0.131,0.87,1.4,+91-9541616369
REC_EXC_123,CPCB/EXC/2023/123,M/s. Aptus Recycling Pvt. Ltd.,"Sy No. 241/4B, Magnur Village, Kirgavalu Hobli, Malavalli Taluk Mandya District- 571430 300",Karnataka,Mandya,12.7679,77.3282,300.0,SUSPENDED,"CRT,MIXED_PLASTIC,METALS",False,0.0,10.0,102,40,0.608,0.404,1.7,+91-9871579223
REC_EXC_124,CPCB/EXC/2023/124,M/s. E-Parisara Pvt. Ltd.,"No. 30-P3, Dabaspet Bangalore 9288",Karnataka,Bengaluru,12.596,78.051,9288.0,ACTIVE,"PCB,BATTERY,CABLE,LCD,CRT,MIXED_PLASTIC",True,30.0,75.0,213,205,0.038,0.963,1.9,+91-9587098188
REC_EXC_125,CPCB/EXC/2023/125,M/s. Tech Logic,"Unit-2, Shed No. 36, 2nd  Main, Ranganathapura, Bangalore - 560 044 360",Karnataka,Bengaluru,13.4608,77.838,360.0,ACTIVE,"PCB,BATTERY,CABLE",True,20.0,75.0,83,77,0.072,0.929,0.9,+91-9301628778
REC_EXC_126,CPCB/EXC/2023/126,M/s. E-Scrapy Recyclers,"No.106, Andrahalli Main Road, Byreshwara Industrial Area, Peenya
2nd stage, Bangalore - 560 058 720",Karnataka,Bengaluru,12.6481,77.3151,720.0,ACTIVE,"CRT,MIXED_PLASTIC,METALS",True,30.0,30.0,34,31,0.088,0.917,3.2,+91-9863440226
REC_EXC_127,CPCB/EXC/2023/127,M/s. KH E-Waste Recyclers,"No. 104, 1st Main Road, 4th Cross, Azeez Sait Industrial Area,
Nayandahalli, Bangalore – 39 360",Karnataka,Bengaluru,13.0689,77.6196,360.0,ACTIVE,"PCB,BATTERY,CABLE,LCD,CRT,MIXED_PLASTIC",True,30.0,50.0,174,152,0.126,0.875,1.9,+91-9628012044
REC_EXC_128,CPCB/EXC/2023/128,M/s. RPN Industries,"Plot No B2, KSSIDC Industrial Area, Kumbalgodu, Mysore Road,
Bangalore-74 312",Karnataka,Bengaluru,12.6954,77.6316,312.0,ACTIVE,"CRT,MIXED_PLASTIC,METALS",True,30.0,75.0,134,121,0.097,0.904,0.9,+91-9695918472
REC_EXC_129,CPCB/EXC/2023/129,M/s. I Seven,"# 9/4, Kachohalli Industrial Estate Kachohalli, Near Saibaba Temple, Laxmipura
Post, Bengaluru- 562123 300",Karnataka,Bengaluru,12.516,77.9468,300.0,SUSPENDED,"CRT,MIXED_PLASTIC,METALS",True,20.0,30.0,168,67,0.601,0.406,1.3,+91-9111377787
REC_EXC_130,CPCB/EXC/2023/130,M/s. Greenscape Eco Management Pvt. Ltd.,"Plot No. R-12, Veerasandra Indl Area, Anekal Tq,
Bangalore Urban District – 100 600",Karnataka,Bengaluru,12.8443,77.3544,600.0,ACTIVE,"PCB,BATTERY,CABLE,LCD,CRT,MIXED_PLASTIC",True,30.0,30.0,89,77,0.135,0.868,0.7,+91-9534680400
REC_EXC_131,CPCB/EXC/2023/131,M/s. Trishyirya Recycling India Pvt. Ltd.,"No.
315, 4th Phase, Peenya Industrial Estate, Bangalore - 560 058 360",Karnataka,Bengaluru,12.5331,77.9775,360.0,ACTIVE,"PCB,BATTERY,CABLE",True,50.0,50.0,69,64,0.072,0.93,2.7,+91-9191312343
REC_EXC_132,CPCB/EXC/2023/132,M/s. E Pragathi Recycling Plot No. 66,"Road No. 18, Anthaasanahalli Indl. Area, IInd Phase,
Tumkur 3600",Karnataka,Tumakuru,13.269,77.7531,3600.0,ACTIVE,"PCB,BATTERY,CABLE",True,20.0,30.0,136,120,0.118,0.884,2.5,+91-9609431998
REC_EXC_133,CPCB/EXC/2023/133,M/s. Ingram Micro India Pvt. Ltd.,"I Floor, Plot No. 1-4, Sy No. 5/2, 15th Km, Singasandra Post, Baretena Agrahara, NH-7, Hosur Main Road,
Bangalore- 56010",Karnataka,Bengaluru,13.1706,77.2838,300.0,ACTIVE,"PCB,CABLE,LCD,MOTORS",True,20.0,75.0,60,57,0.05,0.952,3.0,+91-9781616934
REC_EXC_134,CPCB/EXC/2023/134,M/s. Vans Chemistry,"Plot No. 94/5, Shed NO. 13R14, SRRLayout, Kannalli Village, Bangalore-
560094 1440",Karnataka,Bengaluru,12.6324,77.9126,1440.0,ACTIVE,"PCB,BATTERY,CABLE",True,50.0,50.0,42,39,0.071,0.932,2.2,+91-9597545575
REC_EXC_135,CPCB/EXC/2023/135,M/s. Moogambigai Metal Refineries,"Unit (3), Plot No. 174, Industrial Area, Baikampady
Mangalore- 575011 1248",Karnataka,Mangaluru,12.7314,77.7286,1248.0,ACTIVE,"PCB,BATTERY,CABLE",True,30.0,75.0,187,161,0.139,0.862,3.4,+91-9494587966
REC_EXC_136,CPCB/EXC/2023/136,M/s. Sogo Synergy Private Limited,"Shed No. A-57, KSSIDC Industrial Estate, Bommasandra, Hosur Road, Anekal Taluk, Bangalore Urban
District – 560099 1296",Karnataka,Bengaluru,12.8638,77.2741,1296.0,ACTIVE,"PCB,BATTERY,CABLE",True,30.0,75.0,46,43,0.065,0.938,2.2,+91-9511814592
REC_EXC_137,CPCB/EXC/2023/137,M/s. MKK E-Waste Enterprises,"Shed No. 292, Belur Industrial Area, Belur, Dharwad Dist-
580011 360",Karnataka,Dharwad,12.5295,77.1693,360.0,ACTIVE,"PCB,BATTERY,CABLE,LCD,CRT,MIXED_PLASTIC",True,50.0,30.0,193,180,0.067,0.933,2.8,+91-9205600006
REC_EXC_138,CPCB/EXC/2023/138,M/s. BSMR Metals,"No. R. O 7, KSSIDC Industrial Estate, Veerasandra II stage, Attibele Hobli,
Bangalore Urban District 360",Karnataka,Bengaluru,12.5372,77.9161,360.0,ACTIVE,"PCB,CABLE,LCD,MOTORS",True,50.0,50.0,55,48,0.127,0.877,3.5,+91-9856692944
REC_EXC_139,CPCB/EXC/2023/139,M/s. Mak Technology Industrial,"Shed No. SP-5, Veerasandra KSSIDC Industrial Estate, Phase 0-11, 3rd Cross, Huskur Min Road, Electronic City
Post, Benga",Karnataka,Bengaluru,12.5738,77.9488,300.0,ACTIVE,"PCB,CABLE,LCD,MOTORS",True,50.0,50.0,204,192,0.059,0.942,0.9,+91-9607039426
REC_EXC_140,CPCB/EXC/2023/140,M/s. Earth Sense Recycle Pvt. Ltd.,"Printech  Park Cluster 1st Phase, Plot No. A17, Kanakapura Taluk, KIADB Industrial Area Harohally Village
Han, Harohalli",Karnataka,Ramanagara,13.4225,77.2457,1200.0,ACTIVE,"PCB,BATTERY,CABLE",True,20.0,75.0,113,102,0.097,0.904,1.8,+91-9366081786
REC_EXC_141,CPCB/EXC/2023/141,M/s. 4R Recycling Pvt Ltd,"Shed No A-5, Industrial Estate, Peenya 3rd Stage Industrial area, Nallakadirenahalli Village, Yeshwanthpur
Hobli, Bangal",Karnataka,Bengaluru,12.8809,77.9887,900.0,ACTIVE,"PCB,BATTERY,CABLE,LCD,CRT,MIXED_PLASTIC",False,0.0,10.0,93,89,0.043,0.958,1.6,+91-9591164942
REC_EXC_142,CPCB/EXC/2023/142,M/s. Prakruthi Recycling Pvt. Ltd.,"Sy No. 22, Flat No. 103, 5th Block, 5th Cross, SSI Area,
Rajajinagar, Bangalore- 560010 999.6",Karnataka,Bengaluru,12.9431,77.6378,999.6,ACTIVE,"CRT,MIXED_PLASTIC,METALS",False,0.0,10.0,122,116,0.049,0.952,1.9,+91-9230371121
REC_EXC_143,CPCB/EXC/2023/143,M/s. Elxion Pvt. Ltd.,"P. No. 24, 23rd A. Main Road, J.P Nagar 2nd Phase Indl Bangalore-560078 360",Karnataka,Bengaluru,13.2326,77.7208,360.0,ACTIVE,"PCB,BATTERY,CABLE,LCD,CRT,MIXED_PLASTIC",False,0.0,10.0,89,86,0.034,0.967,2.9,+91-9105290717
REC_EXC_144,CPCB/EXC/2023/144,M/s. K. G. Nandini Enterprises,"No. 46/4, 46/5, Billakempanahalli Village, Bidadi Hobli, Ramanagaram District. 7200",Karnataka,Ramanagara,12.5889,77.2198,7200.0,ACTIVE,"PCB,CABLE,LCD,MOTORS",True,30.0,30.0,217,188,0.134,0.868,1.5,+91-9487680641
REC_EXC_145,CPCB/EXC/2023/145,M/s. Eco Bird Recycling Company Pvt. Ltd.,"No. 185, Azeez Sait industrial Area, Nayandahalli, Mysore Road, Bangalore -39 360",Karnataka,Bengaluru,13.2692,77.405,360.0,ACTIVE,"PCB,CABLE,LCD,MOTORS",False,0.0,10.0,47,44,0.064,0.939,1.9,+91-9529584990
REC_EXC_146,CPCB/EXC/2023/146,M/s. Afeefa Spectro Alloys,"Sy No. 289/1, Nagaragere village, Gauribidnur Tq. 290",Karnataka,Gauribidanur,13.1935,77.7516,290.0,ACTIVE,"PCB,BATTERY,CABLE",True,20.0,75.0,208,181,0.13,0.871,0.8,+91-9404532525
REC_EXC_147,CPCB/EXC/2023/147,M/s. Rashi E-Waste Solutions Pvt. Ltd.,"SW-51, Shed No. 26, Phase II, Apparel Park, Doddaballapura, Bangalore Rural District 300",Karnataka,Bengaluru Rural,12.6141,77.5935,300.0,ACTIVE,"PCB,BATTERY,CABLE",True,30.0,50.0,126,116,0.079,0.922,3.1,+91-9454371485
REC_EXC_148,CPCB/EXC/2023/148,M/s. Coral Communication and Networks Pvt. Ltd.,"No. 52, Hoskote Industrial area,
Bangalore Rural District 8916",Karnataka,Bengaluru Rural,12.5048,77.1732,8916.0,ACTIVE,"PCB,CABLE,LCD,MOTORS",False,0.0,10.0,132,116,0.121,0.881,2.9,+91-9959638753
REC_EXC_149,CPCB/EXC/2023/149,M/s. Ash Recyclers,"No. 3, KSSIDC Ind Estate, Hoskote, Bangalore Rural District 120",Karnataka,Bengaluru Rural,12.5128,77.765,120.0,ACTIVE,"PCB,CABLE,LCD,MOTORS",False,0.0,10.0,152,131,0.138,0.864,2.3,+91-9585091550
REC_EXC_150,CPCB/EXC/2023/150,M/s. E Pragathi Recycling,"Plot No. 66, Road No. 18, Antharasanahalli Indl Area, IInd Phase,
Tumkur 3600",Karnataka,Tumakuru,13.0129,77.8037,3600.0,ACTIVE,"CRT,MIXED_PLASTIC,METALS",True,30.0,50.0,140,134,0.043,0.958,2.5,+91-9327639503
REC_EXC_151,CPCB/EXC/2023/151,M/s Sheltron Digital systems Pvt.Ltd No.27,"maney estate, Sy.no.121, Kumbalgodu,
Bengaluru-560074 360",Karnataka,Bengaluru,13.0192,77.9119,360.0,ACTIVE,"PCB,CABLE,LCD,MOTORS",True,20.0,50.0,43,37,0.14,0.867,2.3,+91-9745508619
REC_EXC_152,CPCB/EXC/2023/152,M/s Tes-Amm,"India pvt. Ltd.  Sy. No. 118, Site. No. 8, Mookambika  Temple Road, Machodalli
Forest Gate, Magadi Road, Bangalore 3240",Karnataka,Bengaluru,12.6311,77.9664,3240.0,ACTIVE,"PCB,BATTERY,CABLE,LCD,CRT,MIXED_PLASTIC",True,20.0,30.0,148,134,0.095,0.907,2.0,+91-9337784657
REC_EXC_153,CPCB/EXC/2023/153,M/s Sonal Metacop,"No.5, Sy No.5/1, Kachohalli
Industrial Estate, Kachohalli, Laxmipura Post, Bangalore-562123 720",Karnataka,Bengaluru,12.4925,77.7479,720.0,ACTIVE,"CRT,MIXED_PLASTIC,METALS",True,50.0,75.0,185,163,0.119,0.882,1.2,+91-9823271605
REC_EXC_154,CPCB/EXC/2023/154,M/s E-Ward & Co.  No.11,"Mutthachari
Industrial area, Nayandahalli, Mysore road, Bangalore-560039 300",Karnataka,Bengaluru,12.5023,77.3523,300.0,ACTIVE,"PCB,BATTERY,CABLE",True,50.0,50.0,218,209,0.041,0.959,1.5,+91-9619857515
REC_EXC_155,CPCB/EXC/2023/155,M/s. Swadesh Recyclers LIP,"Sy. No. 216, KIADB Industrial Area, Koorandahalli Village, Malur
Taluk Kolar District 7800",Karnataka,Kolar,13.2393,77.5994,7800.0,ACTIVE,"PCB,BATTERY,CABLE,LCD,CRT,MIXED_PLASTIC",True,20.0,50.0,146,132,0.096,0.905,3.1,+91-9747259553
