material_code,city,as_of,buy_rate_per_kg
ALUMINIUM_WIRE,Kanpur,2026-05-27,117.62
LEad_ACID,Kanpur,2026-05-27,92.62
BATTERY_LITHIUM_PORTABLE,Kanpur,2026-05-27,132.62
LCD_PANEL_INTACT,Kanpur,2026-05-27,162.62
CRT_MONITOR,Kanpur,2026-05-27,22.62
MIXED_EWASTE_CASING,Kanpur,2026-05-27,22.62
MOTHERBOARD_HIGH_GRADE,Bhubaneswar,2026-05-27,306.62
POWER_SUPPLY_LOW_GRADE,Bhubaneswar,2026-05-27,56.62
COPPER_HEAVY_INSULATED,Bhubaneswar,2026-05-27,446.62
ALUMINIUM_WIRE,Bhubaneswar,2026-05-27,121.62
LEad_ACID,Bhubaneswar,2026-05-27,96.62
BATTERY_LITHIUM_PORTABLE,Bhubaneswar,2026-05-27,136.62
LCD_PANEL_INTACT,Bhubaneswar,2026-05-27,166.62
CRT_MONITOR,Bhubaneswar,2026-05-27,26.62
MIXED_EWASTE_CASING,Bhubaneswar,2026-05-27,26.62
MOTHERBOARD_HIGH_GRADE,Cuttack,2026-05-27,306.62
POWER_SUPPLY_LOW_GRADE,Cuttack,2026-05-27,56.62
COPPER_HEAVY_INSULATED,Cuttack,2026-05-27,446.62
ALUMINIUM_WIRE,Cuttack,2026-05-27,121.62
LEad_ACID,Cuttack,2026-05-27,96.62
BATTERY_LITHIUM_PORTABLE,Cuttack,2026-05-27,136.62
LCD_PANEL_INTACT,Cuttack,2026-05-27,166.62
CRT_MONITOR,Cuttack,2026-05-27,26.62
MIXED_EWASTE_CASING,Cuttack,2026-05-27,26.62
MOTHERBOARD_HIGH_GRADE,Patna,2026-05-27,297.62
POWER_SUPPLY_LOW_GRADE,Patna,2026-05-27,47.62
COPPER_HEAVY_INSULATED,Patna,2026-05-27,437.62
ALUMINIUM_WIRE,Patna,2026-05-27,112.62
LEad_ACID,Patna,2026-05-27,87.62
BATTERY_LITHIUM_PORTABLE,Patna,2026-05-27,127.62
LCD_PANEL_INTACT,Patna,2026-05-27,157.62
CRT_MONITOR,Patna,2026-05-27,17.62
MIXED_EWASTE_CASING,Patna,2026-05-27,17.62
MOTHERBOARD_HIGH_GRADE,Jaipur,2026-05-27,301.62
POWER_SUPPLY_LOW_GRADE,Jaipur,2026-05-27,51.62
COPPER_HEAVY_INSULATED,Jaipur,2026-05-27,441.62
ALUMINIUM_WIRE,Jaipur,2026-05-27,116.62
LEad_ACID,Jaipur,2026-05-27,91.62
BATTERY_LITHIUM_PORTABLE,Jaipur,2026-05-27,131.62
LCD_PANEL_INTACT,Jaipur,2026-05-27,161.62
CRT_MONITOR,Jaipur,2026-05-27,21.62
MIXED_EWASTE_CASING,Jaipur,2026-05-27,21.62
MOTHERBOARD_HIGH_GRADE,Jodhpur,2026-05-27,306.62
POWER_SUPPLY_LOW_GRADE,Jodhpur,2026-05-27,56.62
COPPER_HEAVY_INSULATED,Jodhpur,2026-05-27,446.62
ALUMINIUM_WIRE,Jodhpur,2026-05-27,121.62
LEad_ACID,Jodhpur,2026-05-27,96.62
BATTERY_LITHIUM_PORTABLE,Jodhpur,2026-05-27,136.62
LCD_PANEL_INTACT,Jodhpur,2026-05-27,166.62
CRT_MONITOR,Jodhpur,2026-05-27,26.62
MIXED_EWASTE_CASING,Jodhpur,2026-05-27,26.62
MOTHERBOARD_HIGH_GRADE,Bhopal,2026-05-27,298.62
POWER_SUPPLY_LOW_GRADE,Bhopal,2026-05-27,48.62
COPPER_HEAVY_INSULATED,Bhopal,2026-05-27,438.62
ALUMINIUM_WIRE,Bhopal,2026-05-27,113.62
LEad_ACID,Bhopal,2026-05-27,88.62
BATTERY_LITHIUM_PORTABLE,Bhopal,2026-05-27,128.62
LCD_PANEL_INTACT,Bhopal,2026-05-27,158.62
CRT_MONITOR,Bhopal,2026-05-27,18.62
MIXED_EWASTE_CASING,Bhopal,2026-05-27,18.62
MOTHERBOARD_HIGH_GRADE,Indore,2026-05-27,299.62
POWER_SUPPLY_LOW_GRADE,Indore,2026-05-27,49.62
COPPER_HEAVY_INSULATED,Indore,2026-05-27,439.62
ALUMINIUM_WIRE,Indore,2026-05-27,114.62
LEad_ACID,Indore,2026-05-27,89.62
BATTERY_LITHIUM_PORTABLE,Indore,2026-05-27,129.62
LCD_PANEL_INTACT,Indore,2026-05-27,159.62
CRT_MONITOR,Indore,2026-05-27,19.62
MIXED_EWASTE_CASING,Indore,2026-05-27,19.62
MOTHERBOARD_HIGH_GRADE,Chandigarh,2026-05-27,299.62
POWER_SUPPLY_LOW_GRADE,Chandigarh,2026-05-27,49.62
COPPER_HEAVY_INSULATED,Chandigarh,2026-05-27,439.62
ALUMINIUM_WIRE,Chandigarh,2026-05-27,114.62
LEad_ACID,Chandigarh,2026-05-27,89.62
BATTERY_LITHIUM_PORTABLE,Chandigarh,2026-05-27,129.62
LCD_PANEL_INTACT,Chandigarh,2026-05-27,159.62
CRT_MONITOR,Chandigarh,2026-05-27,19.62
MIXED_EWASTE_CASING,Chandigarh,2026-05-27,19.62
MOTHERBOARD_HIGH_GRADE,Ludhiana,2026-05-27,307.62
POWER_SUPPLY_LOW_GRADE,Ludhiana,2026-05-27,57.62
COPPER_HEAVY_INSULATED,Ludhiana,2026-05-27,447.62
ALUMINIUM_WIRE,Ludhiana,2026-05-27,122.62
LEad_ACID,Ludhiana,2026-05-27,97.62
BATTERY_LITHIUM_PORTABLE,Ludhiana,2026-05-27,137.62
LCD_PANEL_INTACT,Ludhiana,2026-05-27,167.62
CRT_MONITOR,Ludhiana,2026-05-27,27.62
MIXED_EWASTE_CASING,Ludhiana,2026-05-27,27.62
MOTHERBOARD_HIGH_GRADE,Dehradun,2026-05-27,304.62
POWER_SUPPLY_LOW_GRADE,Dehradun,2026-05-27,54.62
COPPER_HEAVY_INSULATED,Dehradun,2026-05-27,444.62
ALUMINIUM_WIRE,Dehradun,2026-05-27,119.62
LEad_ACID,Dehradun,2026-05-27,94.62
BATTERY_LITHIUM_PORTABLE,Dehradun,2026-05-27,134.62
LCD_PANEL_INTACT,Dehradun,2026-05-27,164.62
CRT_MONITOR,Dehradun,2026-05-27,24.62
MIXED_EWASTE_CASING,Dehradun,2026-05-27,24.62
MOTHERBOARD_HIGH_GRADE,Raipur,2026-05-27,301.62
POWER_SUPPLY_LOW_GRADE,Raipur,2026-05-27,51.62
COPPER_HEAVY_INSULATED,Raipur,2026-05-27,441.62
ALUMINIUM_WIRE,Raipur,2026-05-27,116.62
LEad_ACID,Raipur,2026-05-27,91.62
BATTERY_LITHIUM_PORTABLE,Raipur,2026-05-27,131.62
LCD_PANEL_INTACT,Raipur,2026-05-27,161.62
CRT_MONITOR,Raipur,2026-05-27,21.62
MIXED_EWASTE_CASING,Raipur,2026-05-27,21.62
MOTHERBOARD_HIGH_GRADE,Ranchi,2026-05-27,305.62
POWER_SUPPLY_LOW_GRADE,Ranchi,2026-05-27,55.62
COPPER_HEAVY_INSULATED,Ranchi,2026-05-27,445.62
ALUMINIUM_WIRE,Ranchi,2026-05-27,120.62
LEad_ACID,Ranchi,2026-05-27,95.62
BATTERY_LITHIUM_PORTABLE,Ranchi,2026-05-27,135.62
LCD_PANEL_INTACT,Ranchi,2026-05-27,165.62
CRT_MONITOR,Ranchi,2026-05-27,25.62
MIXED_EWASTE_CASING,Ranchi,2026-05-27,25.62
MOTHERBOARD_HIGH_GRADE,Guwahati,2026-05-27,295.62
POWER_SUPPLY_LOW_GRADE,Guwahati,2026-05-27,45.62
COPPER_HEAVY_INSULATED,Guwahati,2026-05-27,435.62
ALUMINIUM_WIRE,Guwahati,2026-05-27,110.62
LEad_ACID,Guwahati,2026-05-27,85.62
BATTERY_LITHIUM_PORTABLE,Guwahati,2026-05-27,125.62
LCD_PANEL_INTACT,Guwahati,2026-05-27,155.62
CRT_MONITOR,Guwahati,2026-05-27,15.62
MIXED_EWASTE_CASING,Guwahati,2026-05-27,15.62
MOTHERBOARD_HIGH_GRADE,Thiruvananthapuram,2026-05-27,309.62
POWER_SUPPLY_LOW_GRADE,Thiruvananthapuram,2026-05-27,59.62
COPPER_HEAVY_INSULATED,Thiruvananthapuram,2026-05-27,449.62
ALUMINIUM_WIRE,Thiruvananthapuram,2026-05-27,124.62
LEad_ACID,Thiruvananthapuram,2026-05-27,99.62
BATTERY_LITHIUM_PORTABLE,Thiruvananthapuram,2026-05-27,139.62
LCD_PANEL_INTACT,Thiruvananthapuram,2026-05-27,169.62
CRT_MONITOR,Thiruvananthapuram,2026-05-27,29.62
MIXED_EWASTE_CASING,Thiruvananthapuram,2026-05-27,29.62
MOTHERBOARD_HIGH_GRADE,Panaji,2026-05-27,303.62
POWER_SUPPLY_LOW_GRADE,Panaji,2026-05-27,53.62
COPPER_HEAVY_INSULATED,Panaji,2026-05-27,443.62
ALUMINIUM_WIRE,Panaji,2026-05-27,118.62
LEad_ACID,Panaji,2026-05-27,93.62
BATTERY_LITHIUM_PORTABLE,Panaji,2026-05-27,133.62
LCD_PANEL_INTACT,Panaji,2026-05-27,163.62
CRT_MONITOR,Panaji,2026-05-27,23.62
MIXED_EWASTE_CASING,Panaji,2026-05-27,23.62
MOTHERBOARD_HIGH_GRADE,Jammu,2026-05-27,302.62
POWER_SUPPLY_LOW_GRADE,Jammu,2026-05-27,52.62
COPPER_HEAVY_INSULATED,Jammu,2026-05-27,442.62
ALUMINIUM_WIRE,Jammu,2026-05-27,117.62
LEad_ACID,Jammu,2026-05-27,92.62
BATTERY_LITHIUM_PORTABLE,Jammu,2026-05-27,132.62
LCD_PANEL_INTACT,Jammu,2026-05-27,162.62
CRT_MONITOR,Jammu,2026-05-27,22.62
MIXED_EWASTE_CASING,Jammu,2026-05-27,22.62
MOTHERBOARD_HIGH_GRADE,Shimla,2026-05-27,309.62
POWER_SUPPLY_LOW_GRADE,Shimla,2026-05-27,59.62
COPPER_HEAVY_INSULATED,Shimla,2026-05-27,449.62
ALUMINIUM_WIRE,Shimla,2026-05-27,124.62
LEad_ACID,Shimla,2026-05-27,99.62
BATTERY_LITHIUM_PORTABLE,Shimla,2026-05-27,139.62
LCD_PANEL_INTACT,Shimla,2026-05-27,169.62
CRT_MONITOR,Shimla,2026-05-27,29.62
MIXED_EWASTE_CASING,Shimla,2026-05-27,29.62
MOTHERBOARD_HIGH_GRADE,Delhi,2026-05-28,300.11
POWER_SUPPLY_LOW_GRADE,Delhi,2026-05-28,50.11
COPPER_HEAVY_INSULATED,Delhi,2026-05-28,440.11
ALUMINIUM_WIRE,Delhi,2026-05-28,115.11
LEad_ACID,Delhi,2026-05-28,90.11
BATTERY_LITHIUM_PORTABLE,Delhi,2026-05-28,130.11
LCD_PANEL_INTACT,Delhi,2026-05-28,160.11
CRT_MONITOR,Delhi,2026-05-28,20.11
MIXED_EWASTE_CASING,Delhi,2026-05-28,20.11
MOTHERBOARD_HIGH_GRADE,Mumbai,2026-05-28,305.11
POWER_SUPPLY_LOW_GRADE,Mumbai,2026-05-28,55.11
COPPER_HEAVY_INSULATED,Mumbai,2026-05-28,445.11
ALUMINIUM_WIRE,Mumbai,2026-05-28,120.11
LEad_ACID,Mumbai,2026-05-28,95.11
BATTERY_LITHIUM_PORTABLE,Mumbai,2026-05-28,135.11
LCD_PANEL_INTACT,Mumbai,2026-05-28,165.11
CRT_MONITOR,Mumbai,2026-05-28,25.11
MIXED_EWASTE_CASING,Mumbai,2026-05-28,25.11
MOTHERBOARD_HIGH_GRADE,Pune,2026-05-28,311.11
POWER_SUPPLY_LOW_GRADE,Pune,2026-05-28,61.11
COPPER_HEAVY_INSULATED,Pune,2026-05-28,451.11
ALUMINIUM_WIRE,Pune,2026-05-28,126.11
LEad_ACID,Pune,2026-05-28,101.11
BATTERY_LITHIUM_PORTABLE,Pune,2026-05-28,141.11
LCD_PANEL_INTACT,Pune,2026-05-28,171.11
CRT_MONITOR,Pune,2026-05-28,31.11
MIXED_EWASTE_CASING,Pune,2026-05-28,31.11
MOTHERBOARD_HIGH_GRADE,Nagpur,2026-05-28,306.11
POWER_SUPPLY_LOW_GRADE,Nagpur,2026-05-28,56.11
COPPER_HEAVY_INSULATED,Nagpur,2026-05-28,446.11
ALUMINIUM_WIRE,Nagpur,2026-05-28,121.11
LEad_ACID,Nagpur,2026-05-28,96.11
BATTERY_LITHIUM_PORTABLE,Nagpur,2026-05-28,136.11
LCD_PANEL_INTACT,Nagpur,2026-05-28,166.11
CRT_MONITOR,Nagpur,2026-05-28,26.11
MIXED_EWASTE_CASING,Nagpur,2026-05-28,26.11
MOTHERBOARD_HIGH_GRADE,Bengaluru,2026-05-28,312.11
POWER_SUPPLY_LOW_GRADE,Bengaluru,2026-05-28,62.11
COPPER_HEAVY_INSULATED,Bengaluru,2026-05-28,452.11
ALUMINIUM_WIRE,Bengaluru,2026-05-28,127.11
LEad_ACID,Bengaluru,2026-05-28,102.11
BATTERY_LITHIUM_PORTABLE,Bengaluru,2026-05-28,142.11
LCD_PANEL_INTACT,Bengaluru,2026-05-28,172.11
CRT_MONITOR,Bengaluru,2026-05-28,32.11
MIXED_EWASTE_CASING,Bengaluru,2026-05-28,32.11
MOTHERBOARD_HIGH_GRADE,Mysuru,2026-05-28,305.11
POWER_SUPPLY_LOW_GRADE,Mysuru,2026-05-28,55.11
COPPER_HEAVY_INSULATED,Mysuru,2026-05-28,445.11
ALUMINIUM_WIRE,Mysuru,2026-05-28,120.11
LEad_ACID,Mysuru,2026-05-28,95.11
BATTERY_LITHIUM_PORTABLE,Mysuru,2026-05-28,135.11
LCD_PANEL_INTACT,Mysuru,2026-05-28,165.11
CRT_MONITOR,Mysuru,2026-05-28,25.11
MIXED_EWASTE_CASING,Mysuru,2026-05-28,25.11
MOTHERBOARD_HIGH_GRADE,Chennai,2026-05-28,313.11
POWER_SUPPLY_LOW_GRADE,Chennai,2026-05-28,63.11
COPPER_HEAVY_INSULATED,Chennai,2026-05-28,453.11
ALUMINIUM_WIRE,Chennai,2026-05-28,128.11
LEad_ACID,Chennai,2026-05-28,103.11
BATTERY_LITHIUM_PORTABLE,Chennai,2026-05-28,143.11
LCD_PANEL_INTACT,Chennai,2026-05-28,173.11
CRT_MONITOR,Chennai,2026-05-28,33.11
MIXED_EWASTE_CASING,Chennai,2026-05-28,33.11
MOTHERBOARD_HIGH_GRADE,Coimbatore,2026-05-28,309.11
POWER_SUPPLY_LOW_GRADE,Coimbatore,2026-05-28,59.11
COPPER_HEAVY_INSULATED,Coimbatore,2026-05-28,449.11
ALUMINIUM_WIRE,Coimbatore,2026-05-28,124.11
LEad_ACID,Coimbatore,2026-05-28,99.11
BATTERY_LITHIUM_PORTABLE,Coimbatore,2026-05-28,139.11
LCD_PANEL_INTACT,Coimbatore,2026-05-28,169.11
CRT_MONITOR,Coimbatore,2026-05-28,29.11
MIXED_EWASTE_CASING,Coimbatore,2026-05-28,29.11
MOTHERBOARD_HIGH_GRADE,Hyderabad,2026-05-28,302.11
POWER_SUPPLY_LOW_GRADE,Hyderabad,2026-05-28,52.11
COPPER_HEAVY_INSULATED,Hyderabad,2026-05-28,442.11
ALUMINIUM_WIRE,Hyderabad,2026-05-28,117.11
LEad_ACID,Hyderabad,2026-05-28,92.11
BATTERY_LITHIUM_PORTABLE,Hyderabad,2026-05-28,132.11
LCD_PANEL_INTACT,Hyderabad,2026-05-28,162.11
CRT_MONITOR,Hyderabad,2026-05-28,22.11
MIXED_EWASTE_CASING,Hyderabad,2026-05-28,22.11
MOTHERBOARD_HIGH_GRADE,Ahmedabad,2026-05-28,309.11
POWER_SUPPLY_LOW_GRADE,Ahmedabad,2026-05-28,59.11
COPPER_HEAVY_INSULATED,Ahmedabad,2026-05-28,449.11
ALUMINIUM_WIRE,Ahmedabad,2026-05-28,124.11
LEad_ACID,Ahmedabad,2026-05-28,99.11
BATTERY_LITHIUM_PORTABLE,Ahmedabad,2026-05-28,139.11
LCD_PANEL_INTACT,Ahmedabad,2026-05-28,169.11
CRT_MONITOR,Ahmedabad,2026-05-28,29.11
MIXED_EWASTE_CASING,Ahmedabad,2026-05-28,29.11
MOTHERBOARD_HIGH_GRADE,Surat,2026-05-28,307.11
POWER_SUPPLY_LOW_GRADE,Surat,2026-05-28,57.11
COPPER_HEAVY_INSULATED,Surat,2026-05-28,447.11
ALUMINIUM_WIRE,Surat,2026-05-28,122.11
LEad_ACID,Surat,2026-05-28,97.11
BATTERY_LITHIUM_PORTABLE,Surat,2026-05-28,137.11
LCD_PANEL_INTACT,Surat,2026-05-28,167.11
CRT_MONITOR,Surat,2026-05-28,27.11
MIXED_EWASTE_CASING,Surat,2026-05-28,27.11
MOTHERBOARD_HIGH_GRADE,Kolkata,2026-05-28,310.11
POWER_SUPPLY_LOW_GRADE,Kolkata,2026-05-28,60.11
COPPER_HEAVY_INSULATED,Kolkata,2026-05-28,450.11
ALUMINIUM_WIRE,Kolkata,2026-05-28,125.11
LEad_ACID,Kolkata,2026-05-28,100.11
BATTERY_LITHIUM_PORTABLE,Kolkata,2026-05-28,140.11
LCD_PANEL_INTACT,Kolkata,2026-05-28,170.11
CRT_MONITOR,Kolkata,2026-05-28,30.11
MIXED_EWASTE_CASING,Kolkata,2026-05-28,30.11
MOTHERBOARD_HIGH_GRADE,Lucknow,2026-05-28,308.11
POWER_SUPPLY_LOW_GRADE,Lucknow,2026-05-28,58.11
COPPER_HEAVY_INSULATED,Lucknow,2026-05-28,448.11
ALUMINIUM_WIRE,Lucknow,2026-05-28,123.11
LEad_ACID,Lucknow,2026-05-28,98.11
BATTERY_LITHIUM_PORTABLE,Lucknow,2026-05-28,138.11
LCD_PANEL_INTACT,Lucknow,2026-05-28,168.11
CRT_MONITOR,Lucknow,2026-05-28,28.11
MIXED_EWASTE_CASING,Lucknow,2026-05-28,28.11
MOTHERBOARD_HIGH_GRADE,Noida,2026-05-28,305.11
POWER_SUPPLY_LOW_GRADE,Noida,2026-05-28,55.11
COPPER_HEAVY_INSULATED,Noida,2026-05-28,445.11
ALUMINIUM_WIRE,Noida,2026-05-28,120.11
LEad_ACID,Noida,2026-05-28,95.11
BATTERY_LITHIUM_PORTABLE,Noida,2026-05-28,135.11
LCD_PANEL_INTACT,Noida,2026-05-28,165.11
CRT_MONITOR,Noida,2026-05-28,25.11
MIXED_EWASTE_CASING,Noida,2026-05-28,25.11
MOTHERBOARD_HIGH_GRADE,Kanpur,2026-05-28,306.11
POWER_SUPPLY_LOW_GRADE,Kanpur,2026-05-28,56.11
COPPER_HEAVY_INSULATED,Kanpur,2026-05-28,446.11
ALUMINIUM_WIRE,Kanpur,2026-05-28,121.11
LEad_ACID,Kanpur,2026-05-28,96.11
BATTERY_LITHIUM_PORTABLE,Kanpur,2026-05-28,136.11
LCD_PANEL_INTACT,Kanpur,2026-05-28,166.11
CRT_MONITOR,Kanpur,2026-05-28,26.11
MIXED_EWASTE_CASING,Kanpur,2026-05-28,26.11
MOTHERBOARD_HIGH_GRADE,Bhubaneswar,2026-05-28,310.11
POWER_SUPPLY_LOW_GRADE,Bhubaneswar,2026-05-28,60.11
COPPER_HEAVY_INSULATED,Bhubaneswar,2026-05-28,450.11
ALUMINIUM_WIRE,Bhubaneswar,2026-05-28,125.11
LEad_ACID,Bhubaneswar,2026-05-28,100.11
BATTERY_LITHIUM_PORTABLE,Bhubaneswar,2026-05-28,140.11
LCD_PANEL_INTACT,Bhubaneswar,2026-05-28,170.11
CRT_MONITOR,Bhubaneswar,2026-05-28,30.11
MIXED_EWASTE_CASING,Bhubaneswar,2026-05-28,30.11
MOTHERBOARD_HIGH_GRADE,Cuttack,2026-05-28,310.11
POWER_SUPPLY_LOW_GRADE,Cuttack,2026-05-28,60.11
COPPER_HEAVY_INSULATED,Cuttack,2026-05-28,450.11
ALUMINIUM_WIRE,Cuttack,2026-05-28,125.11
LEad_ACID,Cuttack,2026-05-28,100.11
BATTERY_LITHIUM_PORTABLE,Cuttack,2026-05-28,140.11
LCD_PANEL_INTACT,Cuttack,2026-05-28,170.11
CRT_MONITOR,Cuttack,2026-05-28,30.11
MIXED_EWASTE_CASING,Cuttack,2026-05-28,30.11
MOTHERBOARD_HIGH_GRADE,Patna,2026-05-28,301.11
POWER_SUPPLY_LOW_GRADE,Patna,2026-05-28,51.11
COPPER_HEAVY_INSULATED,Patna,2026-05-28,441.11
ALUMINIUM_WIRE,Patna,2026-05-28,116.11
LEad_ACID,Patna,2026-05-28,91.11
BATTERY_LITHIUM_PORTABLE,Patna,2026-05-28,131.11
LCD_PANEL_INTACT,Patna,2026-05-28,161.11
CRT_MONITOR,Patna,2026-05-28,21.11
MIXED_EWASTE_CASING,Patna,2026-05-28,21.11
MOTHERBOARD_HIGH_GRADE,Jaipur,2026-05-28,305.11
POWER_SUPPLY_LOW_GRADE,Jaipur,2026-05-28,55.11
COPPER_HEAVY_INSULATED,Jaipur,2026-05-28,445.11
ALUMINIUM_WIRE,Jaipur,2026-05-28,120.11
LEad_ACID,Jaipur,2026-05-28,95.11
BATTERY_LITHIUM_PORTABLE,Jaipur,2026-05-28,135.11
LCD_PANEL_INTACT,Jaipur,2026-05-28,165.11
CRT_MONITOR,Jaipur,2026-05-28,25.11
MIXED_EWASTE_CASING,Jaipur,2026-05-28,25.11
MOTHERBOARD_HIGH_GRADE,Jodhpur,2026-05-28,310.11
POWER_SUPPLY_LOW_GRADE,Jodhpur,2026-05-28,60.11
COPPER_HEAVY_INSULATED,Jodhpur,2026-05-28,450.11
ALUMINIUM_WIRE,Jodhpur,2026-05-28,125.11
LEad_ACID,Jodhpur,2026-05-28,100.11
BATTERY_LITHIUM_PORTABLE,Jodhpur,2026-05-28,140.11
LCD_PANEL_INTACT,Jodhpur,2026-05-28,170.11
CRT_MONITOR,Jodhpur,2026-05-28,30.11
MIXED_EWASTE_CASING,Jodhpur,2026-05-28,30.11
MOTHERBOARD_HIGH_GRADE,Bhopal,2026-05-28,302.11
POWER_SUPPLY_LOW_GRADE,Bhopal,2026-05-28,52.11
COPPER_HEAVY_INSULATED,Bhopal,2026-05-28,442.11
ALUMINIUM_WIRE,Bhopal,2026-05-28,117.11
LEad_ACID,Bhopal,2026-05-28,92.11
BATTERY_LITHIUM_PORTABLE,Bhopal,2026-05-28,132.11
LCD_PANEL_INTACT,Bhopal,2026-05-28,162.11
CRT_MONITOR,Bhopal,2026-05-28,22.11
MIXED_EWASTE_CASING,Bhopal,2026-05-28,22.11
MOTHERBOARD_HIGH_GRADE,Indore,2026-05-28,303.11
POWER_SUPPLY_LOW_GRADE,Indore,2026-05-28,53.11
COPPER_HEAVY_INSULATED,Indore,2026-05-28,443.11
ALUMINIUM_WIRE,Indore,2026-05-28,118.11
LEad_ACID,Indore,2026-05-28,93.11
BATTERY_LITHIUM_PORTABLE,Indore,2026-05-28,133.11
LCD_PANEL_INTACT,Indore,2026-05-28,163.11
CRT_MONITOR,Indore,2026-05-28,23.11
MIXED_EWASTE_CASING,Indore,2026-05-28,23.11
MOTHERBOARD_HIGH_GRADE,Chandigarh,2026-05-28,303.11
POWER_SUPPLY_LOW_GRADE,Chandigarh,2026-05-28,53.11
COPPER_HEAVY_INSULATED,Chandigarh,2026-05-28,443.11
ALUMINIUM_WIRE,Chandigarh,2026-05-28,118.11
LEad_ACID,Chandigarh,2026-05-28,93.11
BATTERY_LITHIUM_PORTABLE,Chandigarh,2026-05-28,133.11
LCD_PANEL_INTACT,Chandigarh,2026-05-28,163.11
CRT_MONITOR,Chandigarh,2026-05-28,23.11
MIXED_EWASTE_CASING,Chandigarh,2026-05-28,23.11
MOTHERBOARD_HIGH_GRADE,Ludhiana,2026-05-28,311.11
POWER_SUPPLY_LOW_GRADE,Ludhiana,2026-05-28,61.11
COPPER_HEAVY_INSULATED,Ludhiana,2026-05-28,451.11
ALUMINIUM_WIRE,Ludhiana,2026-05-28,126.11
LEad_ACID,Ludhiana,2026-05-28,101.11
BATTERY_LITHIUM_PORTABLE,Ludhiana,2026-05-28,141.11
LCD_PANEL_INTACT,Ludhiana,2026-05-28,171.11
CRT_MONITOR,Ludhiana,2026-05-28,31.11
MIXED_EWASTE_CASING,Ludhiana,2026-05-28,31.11
MOTHERBOARD_HIGH_GRADE,Dehradun,2026-05-28,308.11
POWER_SUPPLY_LOW_GRADE,Dehradun,2026-05-28,58.11
COPPER_HEAVY_INSULATED,Dehradun,2026-05-28,448.11
ALUMINIUM_WIRE,Dehradun,2026-05-28,123.11
LEad_ACID,Dehradun,2026-05-28,98.11
BATTERY_LITHIUM_PORTABLE,Dehradun,2026-05-28,138.11
LCD_PANEL_INTACT,Dehradun,2026-05-28,168.11
CRT_MONITOR,Dehradun,2026-05-28,28.11
MIXED_EWASTE_CASING,Dehradun,2026-05-28,28.11
MOTHERBOARD_HIGH_GRADE,Raipur,2026-05-28,305.11
POWER_SUPPLY_LOW_GRADE,Raipur,2026-05-28,55.11
COPPER_HEAVY_INSULATED,Raipur,2026-05-28,445.11
ALUMINIUM_WIRE,Raipur,2026-05-28,120.11
LEad_ACID,Raipur,2026-05-28,95.11
BATTERY_LITHIUM_PORTABLE,Raipur,2026-05-28,135.11
LCD_PANEL_INTACT,Raipur,2026-05-28,165.11
CRT_MONITOR,Raipur,2026-05-28,25.11
MIXED_EWASTE_CASING,Raipur,2026-05-28,25.11
MOTHERBOARD_HIGH_GRADE,Ranchi,2026-05-28,309.11
POWER_SUPPLY_LOW_GRADE,Ranchi,2026-05-28,59.11
COPPER_HEAVY_INSULATED,Ranchi,2026-05-28,449.11
ALUMINIUM_WIRE,Ranchi,2026-05-28,124.11
LEad_ACID,Ranchi,2026-05-28,99.11
BATTERY_LITHIUM_PORTABLE,Ranchi,2026-05-28,139.11
LCD_PANEL_INTACT,Ranchi,2026-05-28,169.11
CRT_MONITOR,Ranchi,2026-05-28,29.11
MIXED_EWASTE_CASING,Ranchi,2026-05-28,29.11
MOTHERBOARD_HIGH_GRADE,Guwahati,2026-05-28,299.11
POWER_SUPPLY_LOW_GRADE,Guwahati,2026-05-28,49.11
COPPER_HEAVY_INSULATED,Guwahati,2026-05-28,439.11
ALUMINIUM_WIRE,Guwahati,2026-05-28,114.11
LEad_ACID,Guwahati,2026-05-28,89.11
BATTERY_LITHIUM_PORTABLE,Guwahati,2026-05-28,129.11
LCD_PANEL_INTACT,Guwahati,2026-05-28,159.11
CRT_MONITOR,Guwahati,2026-05-28,19.11
MIXED_EWASTE_CASING,Guwahati,2026-05-28,19.11
MOTHERBOARD_HIGH_GRADE,Thiruvananthapuram,2026-05-28,313.11
POWER_SUPPLY_LOW_GRADE,Thiruvananthapuram,2026-05-28,63.11
COPPER_HEAVY_INSULATED,Thiruvananthapuram,2026-05-28,453.11
ALUMINIUM_WIRE,Thiruvananthapuram,2026-05-28,128.11
LEad_ACID,Thiruvananthapuram,2026-05-28,103.11
BATTERY_LITHIUM_PORTABLE,Thiruvananthapuram,2026-05-28,143.11
LCD_PANEL_INTACT,Thiruvananthapuram,2026-05-28,173.11
CRT_MONITOR,Thiruvananthapuram,2026-05-28,33.11
MIXED_EWASTE_CASING,Thiruvananthapuram,2026-05-28,33.11
MOTHERBOARD_HIGH_GRADE,Panaji,2026-05-28,307.11
POWER_SUPPLY_LOW_GRADE,Panaji,2026-05-28,57.11
COPPER_HEAVY_INSULATED,Panaji,2026-05-28,447.11
ALUMINIUM_WIRE,Panaji,2026-05-28,122.11
LEad_ACID,Panaji,2026-05-28,97.11
BATTERY_LITHIUM_PORTABLE,Panaji,2026-05-28,137.11
LCD_PANEL_INTACT,Panaji,2026-05-28,167.11
CRT_MONITOR,Panaji,2026-05-28,27.11
MIXED_EWASTE_CASING,Panaji,2026-05-28,27.11
MOTHERBOARD_HIGH_GRADE,Jammu,2026-05-28,306.11
POWER_SUPPLY_LOW_GRADE,Jammu,2026-05-28,56.11
